"","ID","Date","ele","Plant","Hummingbird","Yobs"
"1","FH101","2013-10-22",2290,"Psammisia sodiroi","Heliangelus strophianus",1
"2","FH102","2013-11-06",2450,"Meriania tomentosa","Adelomyia melanogenys",1
"3","FH102","2013-11-06",2450,"Meriania tomentosa","Aglaiocercus coelestis",1
"4","FH102","2013-11-06",2450,"Meriania tomentosa","Coeligena torquata",1
"5","FH104","2013-12-05",1960,"Guzmania amplectens","Aglaiocercus coelestis",1
"6","FH104","2013-12-05",1960,"Guzmania amplectens","Coeligena wilsoni",1
"7","FH105","2013-12-15",1900,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"8","FH106","2013-12-19",2430,"Guzmania squarrosa","Adelomyia melanogenys",1
"9","FH106","2013-12-19",2430,"Guzmania squarrosa","Aglaiocercus coelestis",1
"10","FH106","2013-12-19",2430,"Guzmania squarrosa","Heliangelus strophianus",1
"11","FH107","2014-01-08",2440,"Renealmia sessilifolia","Adelomyia melanogenys",1
"12","FH1105","2014-10-07",2470,"Macleania bullata","Coeligena torquata",1
"13","FH1105","2014-10-07",2470,"Macleania bullata","Heliangelus strophianus",1
"14","FH1108","2014-11-19",2380,"Psammisia sodiroi","Adelomyia melanogenys",1
"15","FH1108","2014-11-19",2380,"Psammisia sodiroi","Aglaiocercus coelestis",1
"16","FH1108","2014-11-19",2380,"Psammisia sodiroi","Heliangelus strophianus",1
"17","FH1111","2015-01-13",2330,"Fuchsia macrostigma","Phaethornis syrmatophorus",1
"18","FH1115","2015-03-11",2280,"Heliconia impudica","Aglaiocercus coelestis",1
"19","FH1115","2015-03-11",2280,"Heliconia impudica","Phaethornis syrmatophorus",1
"20","FH1116","2015-03-25",1959,"Guzmania lehmanniana","Coeligena wilsoni",1
"21","FH1118","2015-04-28",2120,"Pitcairnia sodiroi","Aglaiocercus coelestis",1
"22","FH1118","2015-04-28",2120,"Pitcairnia sodiroi","Coeligena wilsoni",1
"23","FH1118","2015-04-28",2120,"Pitcairnia sodiroi","Phaethornis syrmatophorus",1
"24","FH1119","2015-05-13",2410,"Pitcairnia sodiroi","Coeligena torquata",1
"25","FH1121","2015-06-09",2120,"Macleania stricta","Aglaiocercus coelestis",1
"26","FH1123","2015-07-14",1960,"Tillandsia complanata","Aglaiocercus coelestis",1
"27","FH113","2014-03-25",2230,"Fuchsia macrostigma","Adelomyia melanogenys",1
"28","FH1130","2015-10-07",2270,"Renealmia sessilifolia","Aglaiocercus coelestis",1
"29","FH1137","2016-04-20",2140,"Centropogon solanifolius","Aglaiocercus coelestis",1
"30","FH1137","2016-04-20",2140,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"31","FH1137","2016-04-21",2140,"Centropogon solanifolius","Aglaiocercus coelestis",1
"32","FH1138","2016-04-28",2180,"Fuchsia macrostigma","Phaethornis syrmatophorus",1
"33","FH1139","2016-05-09",1960,"Palicourea acetosoides","Aglaiocercus coelestis",1
"34","FH114","2014-04-09",2350,"Palicourea acetosoides","Aglaiocercus coelestis",1
"35","FH1141","2016-06-08",1960,"Palicourea demissa","Ocreatus underwoodii",1
"36","FH1141","2016-06-10",1960,"Palicourea demissa","Ocreatus underwoodii",1
"37","FH1143","2016-07-13",1760,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"38","FH1143","2016-07-14",1760,"Centropogon solanifolius","Aglaiocercus coelestis",1
"39","FH1143","2016-07-14",1760,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"40","FH1143","2016-07-15",1760,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"41","FH1145","2016-08-08",1960,"Macleania stricta","Aglaiocercus coelestis",1
"42","FH1145","2016-08-09",1960,"Macleania stricta","Aglaiocercus coelestis",1
"43","FH1146","2016-08-23",1910,"Heliconia impudica","Aglaiocercus coelestis",1
"44","FH1146","2016-08-24",1910,"Heliconia impudica","Aglaiocercus coelestis",1
"45","FH1146","2016-08-25",1910,"Heliconia impudica","Aglaiocercus coelestis",1
"46","FH1147","2016-09-06",2150,"Heliconia impudica","Coeligena wilsoni",1
"47","FH1148","2016-09-14",1960,"Renealmia sessilifolia","Coeligena wilsoni",1
"48","FH115","2014-04-09",2450,"Fuchsia macrostigma","Phaethornis syrmatophorus",1
"49","FH1152","2017-01-18",1940,"Macleania stricta","Aglaiocercus coelestis",1
"50","FH1152","2017-01-18",1940,"Macleania stricta","Coeligena wilsoni",1
"51","FH1152","2017-01-19",1940,"Macleania stricta","Aglaiocercus coelestis",1
"52","FH1152","2017-01-19",1940,"Macleania stricta","Coeligena wilsoni",1
"53","FH116","2014-05-07",2310,"Palicourea acetosoides","Aglaiocercus coelestis",1
"54","FH118","2014-06-04",1800,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"55","FH1201","2014-07-22",1890,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"56","FH1203","2014-09-10",2110,"Centropogon solanifolius","Aglaiocercus coelestis",1
"57","FH1209","2014-12-02",2000,"Guzmania jaramilloi","Aglaiocercus coelestis",1
"58","FH1209","2014-12-02",2000,"Guzmania jaramilloi","Phaethornis syrmatophorus",1
"59","FH121","2014-07-22",2090,"Psammisia ulbrichiana","Coeligena wilsoni",1
"60","FH1212","2015-01-19",2130,"Fuchsia macrostigma","Aglaiocercus coelestis",1
"61","FH1212","2015-01-19",2130,"Fuchsia macrostigma","Coeligena wilsoni",1
"62","FH1212","2015-01-19",2130,"Fuchsia macrostigma","Phaethornis syrmatophorus",1
"63","FH1213","2015-02-11",1990,"Mezobromelia capituligera","Aglaiocercus coelestis",1
"64","FH1213","2015-02-11",1990,"Mezobromelia capituligera","Coeligena wilsoni",1
"65","FH1219","2015-05-13",2130,"Psammisia sodiroi","Aglaiocercus coelestis",1
"66","FH1220","2015-05-27",1950,"Psammisia ulbrichiana","Coeligena wilsoni",1
"67","FH1225","2015-08-12",2270,"Palicourea acetosoides","Aglaiocercus coelestis",1
"68","FH1226","2015-08-25",1750,"Fuchsia macrostigma","Phaethornis syrmatophorus",1
"69","FH1227","2015-09-09",2130,"Palicourea acetosoides","Aglaiocercus coelestis",1
"70","FH1229","2015-10-07",1770,"Heliconia impudica","Aglaiocercus coelestis",1
"71","FH1229","2015-10-07",1770,"Heliconia impudica","Coeligena wilsoni",1
"72","FH1232","2016-04-20",2100,"Centropogon solanifolius","Aglaiocercus coelestis",1
"73","FH1232","2016-04-20",2100,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"74","FH1232","2016-04-21",2100,"Centropogon solanifolius","Aglaiocercus coelestis",1
"75","FH1232","2016-04-21",2100,"Centropogon solanifolius","Coeligena wilsoni",1
"76","FH1232","2016-04-21",2100,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"77","FH1233","2016-04-26",2160,"Centropogon solanifolius","Aglaiocercus coelestis",1
"78","FH1233","2016-04-26",2160,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"79","FH1233","2016-04-28",2160,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"80","FH1238","2016-08-08",1940,"Heliconia burleana","Aglaiocercus coelestis",1
"81","FH1239","2016-01-09",2410,"Macleania stricta","Aglaiocercus coelestis",1
"82","FH1239","2016-01-09",2410,"Macleania stricta","Heliangelus strophianus",1
"83","FH1239","2016-08-31",2410,"Macleania stricta","Heliangelus strophianus",1
"84","FH1243","2016-11-07",1810,"Guzmania jaramilloi","Aglaiocercus coelestis",1
"85","FH1243","2016-11-07",1810,"Guzmania jaramilloi","Coeligena wilsoni",1
"86","FH1243","2016-11-08",1810,"Guzmania jaramilloi","Aglaiocercus coelestis",1
"87","FH1243","2016-11-08",1810,"Guzmania jaramilloi","Coeligena wilsoni",1
"88","FH1243","2016-11-12",1810,"Guzmania jaramilloi","Aglaiocercus coelestis",1
"89","FH1245","2016-12-13",2140,"Guzmania squarrosa","Aglaiocercus coelestis",1
"90","FH1245","2016-12-14",2140,"Guzmania squarrosa","Aglaiocercus coelestis",1
"91","FH1245","2016-12-14",2140,"Guzmania squarrosa","Coeligena torquata",1
"92","FH1245","2016-12-14",2140,"Guzmania squarrosa","Heliodoxa rubinoides",1
"93","FH1245","2016-12-14",2140,"Guzmania squarrosa","Phaethornis syrmatophorus",1
"94","FH1302","2014-09-10",1950,"Norantea anomala","Ocreatus underwoodii",1
"95","FH1303","2014-09-23",2130,"Meriania tomentosa","Coeligena torquata",1
"96","FH1308","2014-12-02",2120,"Macleania bullata","Coeligena wilsoni",1
"97","FH1310","2015-01-13",2310,"Meriania tomentosa","Coeligena torquata",1
"98","FH1310","2015-01-13",2310,"Meriania tomentosa","Heliangelus strophianus",1
"99","FH1318","2015-04-08",2190,"Palicourea lineata","Heliangelus strophianus",1
"100","FH1321","2015-06-09",1790,"Palicourea demissa","Ocreatus underwoodii",1
"101","FH1321","2015-06-09",1790,"Palicourea demissa","Urosticte benjamini",1
"102","FH1322","2015-06-23",2110,"Psammisia ulbrichiana","Coeligena torquata",1
"103","FH1322","2015-06-23",2110,"Psammisia ulbrichiana","Coeligena wilsoni",1
"104","FH1328","2015-08-12",1500,"Psammisia aberrans","Coeligena torquata",1
"105","FH1329","2015-08-25",1960,"Norantea anomala","Ocreatus underwoodii",1
"106","FH1329","2015-08-25",1960,"Norantea anomala","Urosticte benjamini",1
"107","FH1330","2015-09-09",2140,"Macleania bullata","Aglaiocercus coelestis",1
"108","FH1330","2015-09-09",2140,"Macleania bullata","Coeligena wilsoni",1
"109","FH1336","2016-05-09",1960,"Psammisia ulbrichiana","Coeligena wilsoni",1
"110","FH1337","2016-05-09",1560,"Palicourea demissa","Aglaiocercus coelestis",1
"111","FH1337","2016-05-09",1560,"Palicourea demissa","Urosticte benjamini",1
"112","FH1338","2016-05-25",2010,"Psammisia ulbrichiana","Coeligena wilsoni",1
"113","FH1340","2016-06-09",2310,"Pitcairnia sodiroi","Coeligena torquata",1
"114","FH1340","2016-06-09",2310,"Pitcairnia sodiroi","Coeligena wilsoni",1
"115","FH1342","2016-06-23",2270,"Palicourea lineata","Adelomyia melanogenys",1
"116","FH1345","2016-08-04",1940,"Sp 1.","Aglaiocercus coelestis",1
"117","FH1345","2016-08-04",1940,"Sp 1.","Coeligena wilsoni",1
"118","FH1346","2016-08-04",2120,"Meriania tomentosa","Coeligena wilsoni",1
"119","FH1347","2016-08-04",1400,"Heliconia griggsiana","Phaethornis syrmatophorus",1
"120","FH1349","2016-09-15",1960,"Norantea anomala","Ocreatus underwoodii",1
"121","FH1401","2015-10-07",1930,"Centropogon solanifolius","Adelomyia melanogenys",1
"122","FH1401","2015-10-07",1930,"Centropogon solanifolius","Aglaiocercus coelestis",1
"123","FH1401","2015-10-07",1930,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"124","FH1403","2016-04-26",1830,"Pitcairnia nigra","Heliodoxa rubinoides",1
"125","FH1403","2016-04-26",1830,"Pitcairnia nigra","Phaethornis syrmatophorus",1
"126","FH1405","2016-05-24",2000,"Centropogon preslii","Phaethornis syrmatophorus",1
"127","FH1405","2016-05-24",2320,"Centropogon preslii","Phaethornis syrmatophorus",1
"128","FH1408","2016-07-13",1900,"Heliconia impudica","Aglaiocercus coelestis",1
"129","FH1408","2016-07-14",1900,"Heliconia impudica","Aglaiocercus coelestis",1
"130","FH1417","2016-11-10",1990,"Guzmania jaramilloi","Aglaiocercus coelestis",1
"131","FH1417","2016-11-10",1990,"Guzmania jaramilloi","Phaethornis syrmatophorus",1
"132","FH1417","2016-11-11",1990,"Guzmania jaramilloi","Aglaiocercus coelestis",1
"133","FH1417","2016-11-11",1990,"Guzmania jaramilloi","Coeligena wilsoni",1
"134","FH1417","2016-11-11",1990,"Guzmania jaramilloi","Phaethornis syrmatophorus",1
"135","FH1417","2016-11-12",1990,"Guzmania jaramilloi","Aglaiocercus coelestis",1
"136","FH1417","2016-11-13",1990,"Guzmania jaramilloi","Aglaiocercus coelestis",1
"137","FH1417","2016-11-13",1990,"Guzmania jaramilloi","Coeligena wilsoni",1
"138","FH1417","2016-11-13",1990,"Guzmania jaramilloi","Phaethornis syrmatophorus",1
"139","FH1502","2015-10-20",2160,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"140","FH1519","2016-10-25",1650,"Guzmania amplectens","Coeligena wilsoni",1
"141","FH1519","2016-10-25",1650,"Guzmania amplectens","Urosticte benjamini",1
"142","FH1519","2016-10-26",1650,"Guzmania amplectens","Coeligena wilsoni",1
"143","FH1604","2016-08-04",1610,"Erythrina megistophylla","Aglaiocercus coelestis",1
"144","FH1604","2016-08-04",1610,"Erythrina megistophylla","Phaethornis striigularis",1
"145","FH1604","2016-08-05",1610,"Erythrina megistophylla","Aglaiocercus coelestis",1
"146","FH1604","2016-08-05",1610,"Erythrina megistophylla","Ocreatus underwoodii",1
"147","FH1702","2016-04-26",1380,"Salvia quitensis","Phaethornis striigularis",1
"148","FH1706","2016-06-25",1380,"Heliconia virginalis","Phaethornis yaruqui",1
"149","FH1707","2016-07-23",1650,"Renealmia sessilifolia","Phaethornis syrmatophorus",1
"150","FH1707","2016-07-24",1650,"Renealmia sessilifolia","Coeligena wilsoni",1
"151","FH1707","2016-07-24",1650,"Renealmia sessilifolia","Phaethornis syrmatophorus",1
"152","FH1708","2016-08-28",1660,"Renealmia sessilifolia","Aglaiocercus coelestis",1
"153","FH1708","2016-08-29",1660,"Renealmia sessilifolia","Aglaiocercus coelestis",1
"154","FH1708","2016-08-29",1660,"Renealmia sessilifolia","Phaethornis striigularis",1
"155","FH1712","2016-12-24",1360,"Stromanthe stromanthoides","Ocreatus underwoodii",1
"156","FH1805","2016-06-11",1380,"Justicia secunda","Phaethornis striigularis",1
"157","FH1805","2016-06-12",1380,"Justicia secunda","Phaethornis striigularis",1
"158","FH1805","2016-06-13",1380,"Justicia secunda","Phaethornis striigularis",1
"159","FH1805","2016-06-14",1380,"Justicia secunda","Phaethornis striigularis",1
"160","FH1805","2016-06-15",1380,"Justicia secunda","Phaethornis striigularis",1
"161","FH1807","2016-07-13",1650,"Renealmia sessilifolia","Aglaiocercus coelestis",1
"162","FH1807","2016-07-13",1650,"Renealmia sessilifolia","Coeligena wilsoni",1
"163","FH1807","2016-07-13",1650,"Renealmia sessilifolia","Ocreatus underwoodii",1
"164","FH1807","2016-07-13",1650,"Renealmia sessilifolia","Phaethornis syrmatophorus",1
"165","FH1807","2016-07-15",1650,"Renealmia sessilifolia","Coeligena wilsoni",1
"166","FH1807","2016-07-15",1650,"Renealmia sessilifolia","Ocreatus underwoodii",1
"167","FH1807","2016-07-16",1650,"Renealmia sessilifolia","Coeligena wilsoni",1
"168","FH1904","2016-05-27",1380,"Justicia secunda","Phaethornis striigularis",1
"169","FH1912","2016-09-14",1960,"Tillandsia complanata","Ocreatus underwoodii",1
"170","FH1912","2016-09-15",1960,"Tillandsia complanata","Aglaiocercus coelestis",1
"171","FH1912","2016-09-15",1960,"Tillandsia complanata","Phaethornis striigularis",1
"172","FH1913","2016-11-08",1990,"Guzmania jaramilloi","Aglaiocercus coelestis",1
"173","FH1913","2016-11-08",1990,"Guzmania jaramilloi","Coeligena wilsoni",1
"174","FH1913","2016-11-08",1990,"Guzmania jaramilloi","Phaethornis syrmatophorus",1
"175","FH1913","2016-11-09",1990,"Guzmania jaramilloi","Aglaiocercus coelestis",1
"176","FH1915","2016-12-13",2120,"Guzmania jaramilloi","Aglaiocercus coelestis",1
"177","FH1915","2016-12-13",2120,"Guzmania jaramilloi","Coeligena wilsoni",1
"178","FH1915","2016-12-14",2120,"Guzmania jaramilloi","Aglaiocercus coelestis",1
"179","FH1915","2016-12-14",2120,"Guzmania jaramilloi","Phaethornis syrmatophorus",1
"180","FH2004","2016-05-27",1570,"Heliconia impudica","Phaethornis yaruqui",1
"181","FH2004","2016-05-29",1570,"Heliconia impudica","Phaethornis syrmatophorus",1
"182","FH2010","2016-08-27",1650,"Renealmia sessilifolia","Aglaiocercus coelestis",1
"183","FH2010","2016-08-28",1650,"Renealmia sessilifolia","Aglaiocercus coelestis",1
"184","FH2010","2016-08-28",1650,"Renealmia sessilifolia","Coeligena wilsoni",1
"185","FH2014","2016-12-23",1700,"Burmeistera multiflora","Aglaiocercus coelestis",1
"186","FH2014","2016-12-24",1700,"Burmeistera multiflora","Aglaiocercus coelestis",1
"187","FH2014","2016-12-25",1700,"Burmeistera multiflora","Aglaiocercus coelestis",1
"188","FH204","2013-12-05",1910,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"189","FH205","2013-12-19",2330,"Macleania stricta","Adelomyia melanogenys",1
"190","FH205","2013-12-19",2330,"Macleania stricta","Heliangelus strophianus",1
"191","FH206","2014-01-02",1908,"Psammisia aberrans","Coeligena wilsoni",1
"192","FH209","2014-02-12",2270,"Fuchsia macrostigma","Phaethornis syrmatophorus",1
"193","FH2105","2016-06-11",1370,"Justicia secunda","Phaethornis striigularis",1
"194","FH2105","2016-06-13",1370,"Justicia secunda","Phaethornis striigularis",1
"195","FH2113","2016-11-22",1740,"Guzmania jaramilloi","Aglaiocercus coelestis",1
"196","FH2113","2016-11-22",1740,"Guzmania jaramilloi","Phaethornis syrmatophorus",1
"197","FH2113","2016-11-23",1740,"Guzmania jaramilloi","Aglaiocercus coelestis",1
"198","FH2113","2016-11-24",1740,"Guzmania jaramilloi","Aglaiocercus coelestis",1
"199","FH2115","2017-01-18",2160,"Guzmania jaramilloi","Aglaiocercus coelestis",1
"200","FH2115","2017-01-19",2160,"Guzmania jaramilloi","Aglaiocercus coelestis",1
"201","FH214","2014-04-22",2310,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"202","FH215","2014-05-07",2070,"Palicourea acetosoides","Aglaiocercus coelestis",1
"203","FH215","2014-05-07",2070,"Palicourea acetosoides","Coeligena wilsoni",1
"204","FH216","2014-05-21",2088,"Burmeistera multiflora","Aglaiocercus coelestis",1
"205","FH218","2014-07-02",2290,"Palicourea acetosoides","Aglaiocercus coelestis",1
"206","FH2202","2016-06-12",1370,"Heliconia virginalis","Phaethornis yaruqui",1
"207","FH2202","2016-06-14",1370,"Heliconia virginalis","Phaethornis striigularis",1
"208","FH2202","2016-06-14",1370,"Heliconia virginalis","Phaethornis yaruqui",1
"209","FH2202","2016-06-15",1370,"Heliconia virginalis","Phaethornis yaruqui",1
"210","FH2203","2016-06-25",1660,"Renealmia sessilifolia","Ocreatus underwoodii",1
"211","FH2203","2016-06-25",1660,"Renealmia sessilifolia","Urosticte benjamini",1
"212","FH2203","2016-06-26",1660,"Renealmia sessilifolia","Aglaiocercus coelestis",1
"213","FH2203","2016-06-26",1660,"Renealmia sessilifolia","Urosticte benjamini",1
"214","FH2203","2016-06-27",1660,"Renealmia sessilifolia","Aglaiocercus coelestis",1
"215","FH2203","2016-06-27",1660,"Renealmia sessilifolia","Coeligena wilsoni",1
"216","FH2203","2016-06-27",1660,"Renealmia sessilifolia","Ocreatus underwoodii",1
"217","FH2203","2016-06-28",1660,"Renealmia sessilifolia","Coeligena wilsoni",1
"218","FH2203","2016-06-28",1660,"Renealmia sessilifolia","Phaethornis syrmatophorus",1
"219","FH2206","2016-08-04",1370,"Heliconia virginalis","Phaethornis striigularis",1
"220","FH2206","2016-08-04",1370,"Heliconia virginalis","Phaethornis yaruqui",1
"221","FH2206","2016-08-05",1370,"Heliconia virginalis","Phaethornis yaruqui",1
"222","FH231","2015-02-11",2330,"Heliconia impudica","Coeligena torquata",1
"223","FH237","2015-05-13",2140,"Calathea ischnosiphonoides","Aglaiocercus coelestis",1
"224","FH237","2015-05-13",2140,"Calathea ischnosiphonoides","Coeligena wilsoni",1
"225","FH239","2015-06-09",2290,"Palicourea acetosoides","Aglaiocercus coelestis",1
"226","FH240","2015-06-23",2480,"Psammisia ulbrichiana","Heliangelus strophianus",1
"227","FH2402","2016-09-11",2390,"Bomarea multiflora","Adelomyia melanogenys",1
"228","FH2402","2016-09-11",2390,"Bomarea multiflora","Coeligena torquata",1
"229","FH2402","2016-09-12",2390,"Bomarea multiflora","Adelomyia melanogenys",1
"230","FH2402","2016-09-12",2390,"Bomarea multiflora","Aglaiocercus coelestis",1
"231","FH2402","2016-09-12",2390,"Bomarea multiflora","Coeligena torquata",1
"232","FH2402","2016-09-12",2390,"Bomarea multiflora","Coeligena wilsoni",1
"233","FH2402","2016-09-13",2390,"Bomarea multiflora","Adelomyia melanogenys",1
"234","FH2402","2016-09-13",2390,"Bomarea multiflora","Aglaiocercus coelestis",1
"235","FH2402","2016-09-13",2390,"Bomarea multiflora","Coeligena torquata",1
"236","FH2402","2016-09-13",2390,"Bomarea multiflora","Coeligena wilsoni",1
"237","FH2402","2016-09-14",2390,"Bomarea multiflora","Adelomyia melanogenys",1
"238","FH2402","2016-09-14",2390,"Bomarea multiflora","Coeligena torquata",1
"239","FH2402","2016-09-14",2390,"Bomarea multiflora","Phaethornis striigularis",1
"240","FH2404","2016-10-17",1950,"Erythrina megistophylla","Aglaiocercus coelestis",1
"241","FH2404","2016-10-18",1950,"Erythrina megistophylla","Aglaiocercus coelestis",1
"242","FH2404","2016-10-19",1950,"Erythrina megistophylla","Aglaiocercus coelestis",1
"243","FH2407","2016-11-18",1890,"Guzmania jaramilloi","Aglaiocercus coelestis",1
"244","FH2407","2016-11-18",1890,"Guzmania jaramilloi","Phaethornis syrmatophorus",1
"245","FH2407","2016-11-19",1890,"Guzmania jaramilloi","Aglaiocercus coelestis",1
"246","FH2407","2016-11-19",1890,"Guzmania jaramilloi","Phaethornis syrmatophorus",1
"247","FH2407","2016-11-20",1890,"Guzmania jaramilloi","Aglaiocercus coelestis",1
"248","FH2407","2016-11-20",1890,"Guzmania jaramilloi","Phaethornis syrmatophorus",1
"249","FH2408","2016-11-22",1760,"Guzmania jaramilloi","Coeligena wilsoni",1
"250","FH2408","2016-11-23",1760,"Guzmania jaramilloi","Coeligena wilsoni",1
"251","FH2409","2016-12-14",2130,"Calathea ischnosiphonoides","Phaethornis syrmatophorus",1
"252","FH2411","2017-01-18",2000,"Mezobromelia capituligera","Aglaiocercus coelestis",1
"253","FH2411","2017-01-18",2000,"Mezobromelia capituligera","Heliodoxa rubinoides",1
"254","FH2411","2017-01-19",2000,"Mezobromelia capituligera","Aglaiocercus coelestis",1
"255","FH2411","2017-01-19",2000,"Mezobromelia capituligera","Heliodoxa rubinoides",1
"256","FH244","2015-08-25",1830,"Pitcairnia nigra","Phaethornis syrmatophorus",1
"257","FH245","2015-09-09",2270,"Palicourea acetosoides","Aglaiocercus coelestis",1
"258","FH24A","2016-04-14",2130,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"259","FH256","2016-09-05",2130,"Macleania stricta","Aglaiocercus coelestis",1
"260","FH259","2016-11-15",1860,"Guzmania jaramilloi","Aglaiocercus coelestis",1
"261","FH259","2016-11-15",1860,"Guzmania jaramilloi","Ocreatus underwoodii",1
"262","FH259","2016-11-16",1860,"Guzmania jaramilloi","Aglaiocercus coelestis",1
"263","FH259","2016-11-16",1860,"Guzmania jaramilloi","Coeligena wilsoni",1
"264","FH259","2016-11-16",1860,"Guzmania jaramilloi","Ocreatus underwoodii",1
"265","FH259","2016-11-17",1860,"Guzmania jaramilloi","Aglaiocercus coelestis",1
"266","FH259","2016-11-17",1860,"Guzmania jaramilloi","Coeligena wilsoni",1
"267","FH259","2016-11-17",1860,"Guzmania jaramilloi","Ocreatus underwoodii",1
"268","FH259","2016-11-18",1860,"Guzmania jaramilloi","Aglaiocercus coelestis",1
"269","FH259","2016-11-18",1860,"Guzmania jaramilloi","Coeligena wilsoni",1
"270","FH259","2016-11-18",1860,"Guzmania jaramilloi","Ocreatus underwoodii",1
"271","FH259","2016-11-19",1860,"Guzmania jaramilloi","Aglaiocercus coelestis",1
"272","FH259","2016-11-19",1860,"Guzmania jaramilloi","Coeligena wilsoni",1
"273","FH259","2016-11-19",1860,"Guzmania jaramilloi","Ocreatus underwoodii",1
"274","FH259","2016-11-19",1860,"Guzmania jaramilloi","Phaethornis syrmatophorus",1
"275","FH259","2016-11-20",1860,"Guzmania jaramilloi","Aglaiocercus coelestis",1
"276","FH259","2016-11-20",1860,"Guzmania jaramilloi","Coeligena wilsoni",1
"277","FH259","2016-11-20",1860,"Guzmania jaramilloi","Ocreatus underwoodii",1
"278","FH259","2016-11-21",1860,"Guzmania jaramilloi","Aglaiocercus coelestis",1
"279","FH259","2016-11-21",1860,"Guzmania jaramilloi","Coeligena wilsoni",1
"280","FH259","2016-11-21",1860,"Guzmania jaramilloi","Ocreatus underwoodii",1
"281","FH301","2013-10-22",2120,"Macleania stricta","Coeligena torquata",1
"282","FH301","2013-10-22",2120,"Macleania stricta","Coeligena wilsoni",1
"283","FH303","2013-11-19",1940,"Bomarea pardina","Coeligena wilsoni",1
"284","FH303","2013-11-19",1940,"Bomarea pardina","Phaethornis syrmatophorus",1
"285","FH306","2013-12-19",2280,"Fuchsia macrostigma","Phaethornis syrmatophorus",1
"286","FH312","2014-03-11",1960,"Mezobromelia capituligera","Aglaiocercus coelestis",1
"287","FH312","2014-03-11",1960,"Mezobromelia capituligera","Coeligena wilsoni",1
"288","FH312","2014-03-11",1960,"Mezobromelia capituligera","Heliodoxa rubinoides",1
"289","FH313","2014-03-25",2000,"Fuchsia macrostigma","Heliodoxa rubinoides",1
"290","FH402","2013-11-06",2480,"Psammisia sodiroi","Adelomyia melanogenys",1
"291","FH402","2013-11-06",2480,"Psammisia sodiroi","Aglaiocercus coelestis",1
"292","FH404","2013-12-04",1960,"Fuchsia macrostigma","Aglaiocercus coelestis",1
"293","FH404","2013-12-04",1960,"Fuchsia macrostigma","Coeligena wilsoni",1
"294","FH404","2013-12-04",1960,"Fuchsia macrostigma","Phaethornis syrmatophorus",1
"295","FH409","2014-02-12",2440,"Renealmia sessilifolia","Adelomyia melanogenys",1
"296","FH410","2014-02-27",2270,"Palicourea acetosoides","Aglaiocercus coelestis",1
"297","FH412","2014-03-25",2280,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"298","FH414","2014-04-22",1990,"Mezobromelia capituligera","Aglaiocercus coelestis",1
"299","FH415","2014-05-07",2350,"Fuchsia macrostigma","Aglaiocercus coelestis",1
"300","FH415","2014-05-07",2350,"Fuchsia macrostigma","Coeligena torquata",1
"301","FH417","2014-06-04",1920,"Psammisia ulbrichiana","Ocreatus underwoodii",1
"302","FH418","2014-06-18",2240,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"303","FH425","2014-10-22",2320,"Macleania bullata","Coeligena wilsoni",1
"304","FH425","2014-10-22",2320,"Macleania bullata","Heliangelus strophianus",1
"305","FH427","2014-11-19",2030,"Psammisia ecuadorensis","Coeligena wilsoni",1
"306","FH432","2015-02-11",2130,"Fuchsia macrostigma","Aglaiocercus coelestis",1
"307","FH432","2015-02-11",2130,"Fuchsia macrostigma","Phaethornis syrmatophorus",1
"308","FH434","2015-03-11",2240,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"309","FH437","2015-05-13",2480,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"310","FH440","2015-06-23",2180,"Palicourea acetosoides","Aglaiocercus coelestis",1
"311","FH441","2015-07-14",1920,"Psammisia ulbrichiana","Aglaiocercus coelestis",1
"312","FH502","2013-11-06",2350,"Psammisia sodiroi","Aglaiocercus coelestis",1
"313","FH502","2013-11-06",2350,"Psammisia sodiroi","Haplophaedia lugens",1
"314","FH502","2013-11-06",2350,"Psammisia sodiroi","Heliangelus strophianus",1
"315","FH509","2014-01-21",1850,"Guzmania jaramilloi","Aglaiocercus coelestis",1
"316","FH509","2014-01-21",1850,"Guzmania jaramilloi","Ocreatus underwoodii",1
"317","FH511","2014-02-27",2130,"Centropogon solanifolius","Aglaiocercus coelestis",1
"318","FH511","2014-02-27",2130,"Centropogon solanifolius","Phaethornis syrmatophorus",1
