"","ID","Date","ele","Plant","Hummingbird","Yobs"
"5240","FH629","2014-12-02",1970,"Guzmania jaramilloi","Coeligena torquata",0
"5241","FH629","2014-12-02",1970,"Guzmania jaramilloi","Coeligena wilsoni",0
"5242","FH629","2014-12-02",1970,"Guzmania jaramilloi","Haplophaedia lugens",0
"5243","FH629","2014-12-02",1970,"Guzmania jaramilloi","Heliangelus strophianus",0
"5244","FH629","2014-12-02",1970,"Guzmania jaramilloi","Heliodoxa rubinoides",0
"5245","FH629","2014-12-02",1970,"Guzmania jaramilloi","Ocreatus underwoodii",0
"5246","FH629","2014-12-02",1970,"Guzmania jaramilloi","Phaethornis striigularis",0
"5247","FH629","2014-12-02",1970,"Guzmania jaramilloi","Phaethornis syrmatophorus",0
"5248","FH629","2014-12-02",1970,"Guzmania jaramilloi","Phaethornis yaruqui",0
"5249","FH629","2014-12-02",1970,"Guzmania jaramilloi","Thalurania fannyi",0
"5250","FH629","2014-12-02",1970,"Guzmania jaramilloi","Urosticte benjamini",0
"5251","FH802","2013-11-06",2120,"Guzmania jaramilloi","Adelomyia melanogenys",0
"5252","FH802","2013-11-06",2120,"Guzmania jaramilloi","Coeligena torquata",0
"5253","FH802","2013-11-06",2120,"Guzmania jaramilloi","Coeligena wilsoni",0
"5254","FH802","2013-11-06",2120,"Guzmania jaramilloi","Haplophaedia lugens",0
"5255","FH802","2013-11-06",2120,"Guzmania jaramilloi","Heliangelus strophianus",0
"5256","FH802","2013-11-06",2120,"Guzmania jaramilloi","Heliodoxa rubinoides",0
"5257","FH802","2013-11-06",2120,"Guzmania jaramilloi","Ocreatus underwoodii",0
"5258","FH802","2013-11-06",2120,"Guzmania jaramilloi","Phaethornis striigularis",0
"5259","FH802","2013-11-06",2120,"Guzmania jaramilloi","Phaethornis syrmatophorus",0
"5260","FH802","2013-11-06",2120,"Guzmania jaramilloi","Phaethornis yaruqui",0
"5261","FH802","2013-11-06",2120,"Guzmania jaramilloi","Thalurania fannyi",0
"5262","FH802","2013-11-06",2120,"Guzmania jaramilloi","Urosticte benjamini",0
"5263","FL098","2013-08-11",1940,"Guzmania jaramilloi","Adelomyia melanogenys",0
"5264","FL098","2013-08-11",1940,"Guzmania jaramilloi","Aglaiocercus coelestis",0
"5265","FL098","2013-08-11",1940,"Guzmania jaramilloi","Coeligena torquata",0
"5266","FL098","2013-08-11",1940,"Guzmania jaramilloi","Coeligena wilsoni",0
"5267","FL098","2013-08-11",1940,"Guzmania jaramilloi","Haplophaedia lugens",0
"5268","FL098","2013-08-11",1940,"Guzmania jaramilloi","Heliangelus strophianus",0
"5269","FL098","2013-08-11",1940,"Guzmania jaramilloi","Heliodoxa rubinoides",0
"5270","FL098","2013-08-11",1940,"Guzmania jaramilloi","Phaethornis striigularis",0
"5271","FL098","2013-08-11",1940,"Guzmania jaramilloi","Phaethornis syrmatophorus",0
"5272","FL098","2013-08-11",1940,"Guzmania jaramilloi","Phaethornis yaruqui",0
"5273","FL098","2013-08-11",1940,"Guzmania jaramilloi","Thalurania fannyi",0
"5274","FL098","2013-08-11",1940,"Guzmania jaramilloi","Urosticte benjamini",0
"5275","FL098","2013-08-12",1940,"Guzmania jaramilloi","Adelomyia melanogenys",0
"5276","FL098","2013-08-12",1940,"Guzmania jaramilloi","Aglaiocercus coelestis",0
"5277","FL098","2013-08-12",1940,"Guzmania jaramilloi","Coeligena torquata",0
"5278","FL098","2013-08-12",1940,"Guzmania jaramilloi","Coeligena wilsoni",0
"5279","FL098","2013-08-12",1940,"Guzmania jaramilloi","Haplophaedia lugens",0
"5280","FL098","2013-08-12",1940,"Guzmania jaramilloi","Heliangelus strophianus",0
"5281","FL098","2013-08-12",1940,"Guzmania jaramilloi","Heliodoxa rubinoides",0
"5282","FL098","2013-08-12",1940,"Guzmania jaramilloi","Phaethornis striigularis",0
"5283","FL098","2013-08-12",1940,"Guzmania jaramilloi","Phaethornis yaruqui",0
"5284","FL098","2013-08-12",1940,"Guzmania jaramilloi","Thalurania fannyi",0
"5285","FL098","2013-08-12",1940,"Guzmania jaramilloi","Urosticte benjamini",0
"5286","NF016","2013-11-30",1726,"Guzmania jaramilloi","Adelomyia melanogenys",0
"5287","NF016","2013-11-30",1726,"Guzmania jaramilloi","Coeligena torquata",0
"5288","NF016","2013-11-30",1726,"Guzmania jaramilloi","Haplophaedia lugens",0
"5289","NF016","2013-11-30",1726,"Guzmania jaramilloi","Heliangelus strophianus",0
"5290","NF016","2013-11-30",1726,"Guzmania jaramilloi","Heliodoxa rubinoides",0
"5291","NF016","2013-11-30",1726,"Guzmania jaramilloi","Ocreatus underwoodii",0
"5292","NF016","2013-11-30",1726,"Guzmania jaramilloi","Phaethornis striigularis",0
"5293","NF016","2013-11-30",1726,"Guzmania jaramilloi","Phaethornis syrmatophorus",0
"5294","NF016","2013-11-30",1726,"Guzmania jaramilloi","Phaethornis yaruqui",0
"5295","NF016","2013-11-30",1726,"Guzmania jaramilloi","Thalurania fannyi",0
"5296","NF016","2013-11-30",1726,"Guzmania jaramilloi","Urosticte benjamini",0
"5297","NF016","2013-12-01",1726,"Guzmania jaramilloi","Adelomyia melanogenys",0
"5298","NF016","2013-12-01",1726,"Guzmania jaramilloi","Coeligena torquata",0
"5299","NF016","2013-12-01",1726,"Guzmania jaramilloi","Coeligena wilsoni",0
"5300","NF016","2013-12-01",1726,"Guzmania jaramilloi","Haplophaedia lugens",0
"5301","NF016","2013-12-01",1726,"Guzmania jaramilloi","Heliangelus strophianus",0
"5302","NF016","2013-12-01",1726,"Guzmania jaramilloi","Heliodoxa rubinoides",0
"5303","NF016","2013-12-01",1726,"Guzmania jaramilloi","Ocreatus underwoodii",0
"5304","NF016","2013-12-01",1726,"Guzmania jaramilloi","Phaethornis striigularis",0
"5305","NF016","2013-12-01",1726,"Guzmania jaramilloi","Phaethornis syrmatophorus",0
"5306","NF016","2013-12-01",1726,"Guzmania jaramilloi","Phaethornis yaruqui",0
"5307","NF016","2013-12-01",1726,"Guzmania jaramilloi","Thalurania fannyi",0
"5308","NF016","2013-12-01",1726,"Guzmania jaramilloi","Urosticte benjamini",0
"5309","NF039","2014-01-19",1656,"Guzmania jaramilloi","Adelomyia melanogenys",0
"5310","NF039","2014-01-19",1656,"Guzmania jaramilloi","Aglaiocercus coelestis",0
"5311","NF039","2014-01-19",1656,"Guzmania jaramilloi","Coeligena torquata",0
"5312","NF039","2014-01-19",1656,"Guzmania jaramilloi","Coeligena wilsoni",0
"5313","NF039","2014-01-19",1656,"Guzmania jaramilloi","Haplophaedia lugens",0
"5314","NF039","2014-01-19",1656,"Guzmania jaramilloi","Heliangelus strophianus",0
"5315","NF039","2014-01-19",1656,"Guzmania jaramilloi","Heliodoxa rubinoides",0
"5316","NF039","2014-01-19",1656,"Guzmania jaramilloi","Phaethornis striigularis",0
"5317","NF039","2014-01-19",1656,"Guzmania jaramilloi","Phaethornis syrmatophorus",0
"5318","NF039","2014-01-19",1656,"Guzmania jaramilloi","Phaethornis yaruqui",0
"5319","NF039","2014-01-19",1656,"Guzmania jaramilloi","Thalurania fannyi",0
"5320","NF039","2014-01-19",1656,"Guzmania jaramilloi","Urosticte benjamini",0
"5321",NA,"10/1/18",1795.609497,"Guzmania jaramilloi","Adelomyia melanogenys",0
"5322",NA,"10/1/18",1795.609497,"Guzmania jaramilloi","Coeligena torquata",0
"5323",NA,"10/1/18",1795.609497,"Guzmania jaramilloi","Coeligena wilsoni",0
"5324",NA,"10/1/18",1795.609497,"Guzmania jaramilloi","Haplophaedia lugens",0
"5325",NA,"10/1/18",1795.609497,"Guzmania jaramilloi","Heliangelus strophianus",0
"5326",NA,"10/1/18",1795.609497,"Guzmania jaramilloi","Heliodoxa rubinoides",0
"5327",NA,"10/1/18",1795.609497,"Guzmania jaramilloi","Phaethornis striigularis",0
"5328",NA,"10/1/18",1795.609497,"Guzmania jaramilloi","Phaethornis syrmatophorus",0
"5329",NA,"10/1/18",1795.609497,"Guzmania jaramilloi","Phaethornis yaruqui",0
"5330",NA,"10/1/18",1795.609497,"Guzmania jaramilloi","Thalurania fannyi",0
"5331",NA,"10/1/18",1795.609497,"Guzmania jaramilloi","Urosticte benjamini",0
"5332",NA,"10/12/17",1648.874146,"Guzmania jaramilloi","Adelomyia melanogenys",0
"5333",NA,"10/12/17",1648.874146,"Guzmania jaramilloi","Coeligena torquata",0
"5334",NA,"10/12/17",1648.874146,"Guzmania jaramilloi","Coeligena wilsoni",0
"5335",NA,"10/12/17",1648.874146,"Guzmania jaramilloi","Haplophaedia lugens",0
"5336",NA,"10/12/17",1648.874146,"Guzmania jaramilloi","Heliangelus strophianus",0
"5337",NA,"10/12/17",1648.874146,"Guzmania jaramilloi","Heliodoxa rubinoides",0
"5338",NA,"10/12/17",1648.874146,"Guzmania jaramilloi","Phaethornis striigularis",0
"5339",NA,"10/12/17",1648.874146,"Guzmania jaramilloi","Phaethornis syrmatophorus",0
"5340",NA,"10/12/17",1648.874146,"Guzmania jaramilloi","Phaethornis yaruqui",0
"5341",NA,"10/12/17",1648.874146,"Guzmania jaramilloi","Thalurania fannyi",0
"5342",NA,"10/12/17",1648.874146,"Guzmania jaramilloi","Urosticte benjamini",0
"5343",NA,"11/1/18",1795.609497,"Guzmania jaramilloi","Adelomyia melanogenys",0
"5344",NA,"11/1/18",1795.609497,"Guzmania jaramilloi","Coeligena torquata",0
"5345",NA,"11/1/18",1795.609497,"Guzmania jaramilloi","Coeligena wilsoni",0
"5346",NA,"11/1/18",1795.609497,"Guzmania jaramilloi","Haplophaedia lugens",0
"5347",NA,"11/1/18",1795.609497,"Guzmania jaramilloi","Heliangelus strophianus",0
"5348",NA,"11/1/18",1795.609497,"Guzmania jaramilloi","Heliodoxa rubinoides",0
"5349",NA,"11/1/18",1795.609497,"Guzmania jaramilloi","Phaethornis striigularis",0
"5350",NA,"11/1/18",1795.609497,"Guzmania jaramilloi","Phaethornis syrmatophorus",0
"5351",NA,"11/1/18",1795.609497,"Guzmania jaramilloi","Phaethornis yaruqui",0
"5352",NA,"11/1/18",1795.609497,"Guzmania jaramilloi","Thalurania fannyi",0
"5353",NA,"11/1/18",1795.609497,"Guzmania jaramilloi","Urosticte benjamini",0
"5354",NA,"11/12/17",1648.874146,"Guzmania jaramilloi","Adelomyia melanogenys",0
"5355",NA,"11/12/17",1648.874146,"Guzmania jaramilloi","Coeligena torquata",0
"5356",NA,"11/12/17",1648.874146,"Guzmania jaramilloi","Coeligena wilsoni",0
"5357",NA,"11/12/17",1648.874146,"Guzmania jaramilloi","Haplophaedia lugens",0
"5358",NA,"11/12/17",1648.874146,"Guzmania jaramilloi","Heliangelus strophianus",0
"5359",NA,"11/12/17",1648.874146,"Guzmania jaramilloi","Heliodoxa rubinoides",0
"5360",NA,"11/12/17",1648.874146,"Guzmania jaramilloi","Phaethornis striigularis",0
"5361",NA,"11/12/17",1648.874146,"Guzmania jaramilloi","Phaethornis syrmatophorus",0
"5362",NA,"11/12/17",1648.874146,"Guzmania jaramilloi","Phaethornis yaruqui",0
"5363",NA,"11/12/17",1648.874146,"Guzmania jaramilloi","Thalurania fannyi",0
"5364",NA,"11/12/17",1648.874146,"Guzmania jaramilloi","Urosticte benjamini",0
"5365",NA,"12/1/18",1860.72876,"Guzmania jaramilloi","Adelomyia melanogenys",0
"5366",NA,"12/1/18",1860.72876,"Guzmania jaramilloi","Coeligena torquata",0
"5367",NA,"12/1/18",1860.72876,"Guzmania jaramilloi","Haplophaedia lugens",0
"5368",NA,"12/1/18",1860.72876,"Guzmania jaramilloi","Heliangelus strophianus",0
"5369",NA,"12/1/18",1860.72876,"Guzmania jaramilloi","Heliodoxa rubinoides",0
"5370",NA,"12/1/18",1860.72876,"Guzmania jaramilloi","Ocreatus underwoodii",0
"5371",NA,"12/1/18",1860.72876,"Guzmania jaramilloi","Phaethornis striigularis",0
"5372",NA,"12/1/18",1860.72876,"Guzmania jaramilloi","Phaethornis syrmatophorus",0
"5373",NA,"12/1/18",1860.72876,"Guzmania jaramilloi","Phaethornis yaruqui",0
"5374",NA,"12/1/18",1860.72876,"Guzmania jaramilloi","Thalurania fannyi",0
"5375",NA,"12/1/18",1860.72876,"Guzmania jaramilloi","Urosticte benjamini",0
"5376",NA,"12/12/17",1648.874146,"Guzmania jaramilloi","Adelomyia melanogenys",0
"5377",NA,"12/12/17",1648.874146,"Guzmania jaramilloi","Coeligena torquata",0
"5378",NA,"12/12/17",1648.874146,"Guzmania jaramilloi","Haplophaedia lugens",0
"5379",NA,"12/12/17",1648.874146,"Guzmania jaramilloi","Heliangelus strophianus",0
"5380",NA,"12/12/17",1648.874146,"Guzmania jaramilloi","Heliodoxa rubinoides",0
"5381",NA,"12/12/17",1648.874146,"Guzmania jaramilloi","Phaethornis striigularis",0
"5382",NA,"12/12/17",1648.874146,"Guzmania jaramilloi","Phaethornis syrmatophorus",0
"5383",NA,"12/12/17",1648.874146,"Guzmania jaramilloi","Phaethornis yaruqui",0
"5384",NA,"12/12/17",1648.874146,"Guzmania jaramilloi","Thalurania fannyi",0
"5385",NA,"12/12/17",1648.874146,"Guzmania jaramilloi","Urosticte benjamini",0
"5386",NA,"13/01/2018",1860.72876,"Guzmania jaramilloi","Adelomyia melanogenys",0
"5387",NA,"13/01/2018",1860.72876,"Guzmania jaramilloi","Coeligena torquata",0
"5388",NA,"13/01/2018",1860.72876,"Guzmania jaramilloi","Coeligena wilsoni",0
"5389",NA,"13/01/2018",1860.72876,"Guzmania jaramilloi","Haplophaedia lugens",0
"5390",NA,"13/01/2018",1860.72876,"Guzmania jaramilloi","Heliangelus strophianus",0
"5391",NA,"13/01/2018",1860.72876,"Guzmania jaramilloi","Heliodoxa rubinoides",0
"5392",NA,"13/01/2018",1860.72876,"Guzmania jaramilloi","Ocreatus underwoodii",0
"5393",NA,"13/01/2018",1860.72876,"Guzmania jaramilloi","Phaethornis striigularis",0
"5394",NA,"13/01/2018",1860.72876,"Guzmania jaramilloi","Phaethornis syrmatophorus",0
"5395",NA,"13/01/2018",1860.72876,"Guzmania jaramilloi","Phaethornis yaruqui",0
"5396",NA,"13/01/2018",1860.72876,"Guzmania jaramilloi","Thalurania fannyi",0
"5397",NA,"13/01/2018",1860.72876,"Guzmania jaramilloi","Urosticte benjamini",0
"5398",NA,"13/12/2017",1648.874146,"Guzmania jaramilloi","Adelomyia melanogenys",0
"5399",NA,"13/12/2017",1648.874146,"Guzmania jaramilloi","Coeligena torquata",0
"5400",NA,"13/12/2017",1648.874146,"Guzmania jaramilloi","Haplophaedia lugens",0
"5401",NA,"13/12/2017",1648.874146,"Guzmania jaramilloi","Heliangelus strophianus",0
"5402",NA,"13/12/2017",1648.874146,"Guzmania jaramilloi","Heliodoxa rubinoides",0
"5403",NA,"13/12/2017",1648.874146,"Guzmania jaramilloi","Phaethornis striigularis",0
"5404",NA,"13/12/2017",1648.874146,"Guzmania jaramilloi","Phaethornis syrmatophorus",0
"5405",NA,"13/12/2017",1648.874146,"Guzmania jaramilloi","Phaethornis yaruqui",0
"5406",NA,"13/12/2017",1648.874146,"Guzmania jaramilloi","Thalurania fannyi",0
"5407",NA,"13/12/2017",1648.874146,"Guzmania jaramilloi","Urosticte benjamini",0
"5408",NA,"14/01/2018",1860.72876,"Guzmania jaramilloi","Adelomyia melanogenys",0
"5409",NA,"14/01/2018",1860.72876,"Guzmania jaramilloi","Coeligena torquata",0
"5410",NA,"14/01/2018",1860.72876,"Guzmania jaramilloi","Haplophaedia lugens",0
"5411",NA,"14/01/2018",1860.72876,"Guzmania jaramilloi","Heliangelus strophianus",0
"5412",NA,"14/01/2018",1860.72876,"Guzmania jaramilloi","Heliodoxa rubinoides",0
"5413",NA,"14/01/2018",1860.72876,"Guzmania jaramilloi","Ocreatus underwoodii",0
"5414",NA,"14/01/2018",1860.72876,"Guzmania jaramilloi","Phaethornis striigularis",0
"5415",NA,"14/01/2018",1860.72876,"Guzmania jaramilloi","Phaethornis syrmatophorus",0
"5416",NA,"14/01/2018",1860.72876,"Guzmania jaramilloi","Phaethornis yaruqui",0
"5417",NA,"14/01/2018",1860.72876,"Guzmania jaramilloi","Thalurania fannyi",0
"5418",NA,"14/01/2018",1860.72876,"Guzmania jaramilloi","Urosticte benjamini",0
"5419",NA,"15/01/2018",1860.72876,"Guzmania jaramilloi","Adelomyia melanogenys",0
"5420",NA,"15/01/2018",1860.72876,"Guzmania jaramilloi","Coeligena torquata",0
"5421",NA,"15/01/2018",1860.72876,"Guzmania jaramilloi","Coeligena wilsoni",0
"5422",NA,"15/01/2018",1860.72876,"Guzmania jaramilloi","Haplophaedia lugens",0
"5423",NA,"15/01/2018",1860.72876,"Guzmania jaramilloi","Heliangelus strophianus",0
"5424",NA,"15/01/2018",1860.72876,"Guzmania jaramilloi","Heliodoxa rubinoides",0
"5425",NA,"15/01/2018",1860.72876,"Guzmania jaramilloi","Ocreatus underwoodii",0
"5426",NA,"15/01/2018",1860.72876,"Guzmania jaramilloi","Phaethornis striigularis",0
"5427",NA,"15/01/2018",1860.72876,"Guzmania jaramilloi","Phaethornis syrmatophorus",0
"5428",NA,"15/01/2018",1860.72876,"Guzmania jaramilloi","Phaethornis yaruqui",0
"5429",NA,"15/01/2018",1860.72876,"Guzmania jaramilloi","Thalurania fannyi",0
"5430",NA,"15/01/2018",1860.72876,"Guzmania jaramilloi","Urosticte benjamini",0
"5431",NA,"16/12/2017",1947.025513,"Guzmania jaramilloi","Adelomyia melanogenys",0
"5432",NA,"16/12/2017",1947.025513,"Guzmania jaramilloi","Coeligena torquata",0
"5433",NA,"16/12/2017",1947.025513,"Guzmania jaramilloi","Coeligena wilsoni",0
"5434",NA,"16/12/2017",1947.025513,"Guzmania jaramilloi","Haplophaedia lugens",0
"5435",NA,"16/12/2017",1947.025513,"Guzmania jaramilloi","Heliangelus strophianus",0
"5436",NA,"16/12/2017",1947.025513,"Guzmania jaramilloi","Heliodoxa rubinoides",0
"5437",NA,"16/12/2017",1947.025513,"Guzmania jaramilloi","Phaethornis striigularis",0
"5438",NA,"16/12/2017",1947.025513,"Guzmania jaramilloi","Phaethornis syrmatophorus",0
"5439",NA,"16/12/2017",1947.025513,"Guzmania jaramilloi","Phaethornis yaruqui",0
"5440",NA,"16/12/2017",1947.025513,"Guzmania jaramilloi","Thalurania fannyi",0
"5441",NA,"16/12/2017",1947.025513,"Guzmania jaramilloi","Urosticte benjamini",0
"5442",NA,"16/12/2017",1984.369507,"Guzmania jaramilloi","Adelomyia melanogenys",0
"5443",NA,"16/12/2017",1984.369507,"Guzmania jaramilloi","Coeligena torquata",0
"5444",NA,"16/12/2017",1984.369507,"Guzmania jaramilloi","Coeligena wilsoni",0
"5445",NA,"16/12/2017",1984.369507,"Guzmania jaramilloi","Haplophaedia lugens",0
"5446",NA,"16/12/2017",1984.369507,"Guzmania jaramilloi","Heliangelus strophianus",0
"5447",NA,"16/12/2017",1984.369507,"Guzmania jaramilloi","Heliodoxa rubinoides",0
"5448",NA,"16/12/2017",1984.369507,"Guzmania jaramilloi","Ocreatus underwoodii",0
"5449",NA,"16/12/2017",1984.369507,"Guzmania jaramilloi","Phaethornis striigularis",0
"5450",NA,"16/12/2017",1984.369507,"Guzmania jaramilloi","Phaethornis syrmatophorus",0
"5451",NA,"16/12/2017",1984.369507,"Guzmania jaramilloi","Phaethornis yaruqui",0
"5452",NA,"16/12/2017",1984.369507,"Guzmania jaramilloi","Thalurania fannyi",0
"5453",NA,"16/12/2017",1984.369507,"Guzmania jaramilloi","Urosticte benjamini",0
"5454",NA,"17/12/2017",1947.025513,"Guzmania jaramilloi","Adelomyia melanogenys",0
"5455",NA,"17/12/2017",1947.025513,"Guzmania jaramilloi","Coeligena torquata",0
"5456",NA,"17/12/2017",1947.025513,"Guzmania jaramilloi","Coeligena wilsoni",0
"5457",NA,"17/12/2017",1947.025513,"Guzmania jaramilloi","Haplophaedia lugens",0
"5458",NA,"17/12/2017",1947.025513,"Guzmania jaramilloi","Heliangelus strophianus",0
"5459",NA,"17/12/2017",1947.025513,"Guzmania jaramilloi","Heliodoxa rubinoides",0
"5460",NA,"17/12/2017",1947.025513,"Guzmania jaramilloi","Ocreatus underwoodii",0
"5461",NA,"17/12/2017",1947.025513,"Guzmania jaramilloi","Phaethornis striigularis",0
"5462",NA,"17/12/2017",1947.025513,"Guzmania jaramilloi","Phaethornis syrmatophorus",0
"5463",NA,"17/12/2017",1947.025513,"Guzmania jaramilloi","Phaethornis yaruqui",0
"5464",NA,"17/12/2017",1947.025513,"Guzmania jaramilloi","Thalurania fannyi",0
"5465",NA,"17/12/2017",1947.025513,"Guzmania jaramilloi","Urosticte benjamini",0
"5466",NA,"17/12/2017",1984.369507,"Guzmania jaramilloi","Adelomyia melanogenys",0
"5467",NA,"17/12/2017",1984.369507,"Guzmania jaramilloi","Coeligena torquata",0
"5468",NA,"17/12/2017",1984.369507,"Guzmania jaramilloi","Coeligena wilsoni",0
"5469",NA,"17/12/2017",1984.369507,"Guzmania jaramilloi","Haplophaedia lugens",0
"5470",NA,"17/12/2017",1984.369507,"Guzmania jaramilloi","Heliangelus strophianus",0
"5471",NA,"17/12/2017",1984.369507,"Guzmania jaramilloi","Heliodoxa rubinoides",0
"5472",NA,"17/12/2017",1984.369507,"Guzmania jaramilloi","Ocreatus underwoodii",0
"5473",NA,"17/12/2017",1984.369507,"Guzmania jaramilloi","Phaethornis striigularis",0
"5474",NA,"17/12/2017",1984.369507,"Guzmania jaramilloi","Phaethornis syrmatophorus",0
"5475",NA,"17/12/2017",1984.369507,"Guzmania jaramilloi","Phaethornis yaruqui",0
"5476",NA,"17/12/2017",1984.369507,"Guzmania jaramilloi","Thalurania fannyi",0
"5477",NA,"17/12/2017",1984.369507,"Guzmania jaramilloi","Urosticte benjamini",0
"5478",NA,"18/12/2017",1947.025513,"Guzmania jaramilloi","Adelomyia melanogenys",0
"5479",NA,"18/12/2017",1947.025513,"Guzmania jaramilloi","Coeligena torquata",0
"5480",NA,"18/12/2017",1947.025513,"Guzmania jaramilloi","Coeligena wilsoni",0
"5481",NA,"18/12/2017",1947.025513,"Guzmania jaramilloi","Haplophaedia lugens",0
"5482",NA,"18/12/2017",1947.025513,"Guzmania jaramilloi","Heliangelus strophianus",0
"5483",NA,"18/12/2017",1947.025513,"Guzmania jaramilloi","Heliodoxa rubinoides",0
"5484",NA,"18/12/2017",1947.025513,"Guzmania jaramilloi","Phaethornis striigularis",0
"5485",NA,"18/12/2017",1947.025513,"Guzmania jaramilloi","Phaethornis syrmatophorus",0
"5486",NA,"18/12/2017",1947.025513,"Guzmania jaramilloi","Phaethornis yaruqui",0
"5487",NA,"18/12/2017",1947.025513,"Guzmania jaramilloi","Thalurania fannyi",0
"5488",NA,"18/12/2017",1947.025513,"Guzmania jaramilloi","Urosticte benjamini",0
"5489",NA,"18/12/2017",1984.369507,"Guzmania jaramilloi","Adelomyia melanogenys",0
"5490",NA,"18/12/2017",1984.369507,"Guzmania jaramilloi","Coeligena torquata",0
"5491",NA,"18/12/2017",1984.369507,"Guzmania jaramilloi","Coeligena wilsoni",0
"5492",NA,"18/12/2017",1984.369507,"Guzmania jaramilloi","Haplophaedia lugens",0
"5493",NA,"18/12/2017",1984.369507,"Guzmania jaramilloi","Heliangelus strophianus",0
"5494",NA,"18/12/2017",1984.369507,"Guzmania jaramilloi","Heliodoxa rubinoides",0
"5495",NA,"18/12/2017",1984.369507,"Guzmania jaramilloi","Ocreatus underwoodii",0
"5496",NA,"18/12/2017",1984.369507,"Guzmania jaramilloi","Phaethornis striigularis",0
"5497",NA,"18/12/2017",1984.369507,"Guzmania jaramilloi","Phaethornis syrmatophorus",0
"5498",NA,"18/12/2017",1984.369507,"Guzmania jaramilloi","Phaethornis yaruqui",0
"5499",NA,"18/12/2017",1984.369507,"Guzmania jaramilloi","Thalurania fannyi",0
"5500",NA,"18/12/2017",1984.369507,"Guzmania jaramilloi","Urosticte benjamini",0
"5501",NA,"9/1/18",1795.609497,"Guzmania jaramilloi","Adelomyia melanogenys",0
"5502",NA,"9/1/18",1795.609497,"Guzmania jaramilloi","Coeligena torquata",0
"5503",NA,"9/1/18",1795.609497,"Guzmania jaramilloi","Coeligena wilsoni",0
"5504",NA,"9/1/18",1795.609497,"Guzmania jaramilloi","Haplophaedia lugens",0
"5505",NA,"9/1/18",1795.609497,"Guzmania jaramilloi","Heliangelus strophianus",0
"5506",NA,"9/1/18",1795.609497,"Guzmania jaramilloi","Heliodoxa rubinoides",0
"5507",NA,"9/1/18",1795.609497,"Guzmania jaramilloi","Ocreatus underwoodii",0
"5508",NA,"9/1/18",1795.609497,"Guzmania jaramilloi","Phaethornis striigularis",0
"5509",NA,"9/1/18",1795.609497,"Guzmania jaramilloi","Phaethornis syrmatophorus",0
"5510",NA,"9/1/18",1795.609497,"Guzmania jaramilloi","Phaethornis yaruqui",0
"5511",NA,"9/1/18",1795.609497,"Guzmania jaramilloi","Thalurania fannyi",0
"5512",NA,"9/1/18",1795.609497,"Guzmania jaramilloi","Urosticte benjamini",0
"5513","FH1116","2015-03-25",1959,"Guzmania lehmanniana","Adelomyia melanogenys",0
"5514","FH1116","2015-03-25",1959,"Guzmania lehmanniana","Aglaiocercus coelestis",0
"5515","FH1116","2015-03-25",1959,"Guzmania lehmanniana","Coeligena torquata",0
"5516","FH1116","2015-03-25",1959,"Guzmania lehmanniana","Haplophaedia lugens",0
"5517","FH1116","2015-03-25",1959,"Guzmania lehmanniana","Heliangelus strophianus",0
"5518","FH1116","2015-03-25",1959,"Guzmania lehmanniana","Heliodoxa rubinoides",0
"5519","FH1116","2015-03-25",1959,"Guzmania lehmanniana","Ocreatus underwoodii",0
"5520","FH1116","2015-03-25",1959,"Guzmania lehmanniana","Phaethornis striigularis",0
"5521","FH1116","2015-03-25",1959,"Guzmania lehmanniana","Phaethornis syrmatophorus",0
"5522","FH1116","2015-03-25",1959,"Guzmania lehmanniana","Phaethornis yaruqui",0
"5523","FH1116","2015-03-25",1959,"Guzmania lehmanniana","Thalurania fannyi",0
"5524","FH1116","2015-03-25",1959,"Guzmania lehmanniana","Urosticte benjamini",0
"5525","FH917","2015-03-11",1900,"Guzmania lehmanniana","Adelomyia melanogenys",0
"5526","FH917","2015-03-11",1900,"Guzmania lehmanniana","Aglaiocercus coelestis",0
"5527","FH917","2015-03-11",1900,"Guzmania lehmanniana","Coeligena torquata",0
"5528","FH917","2015-03-11",1900,"Guzmania lehmanniana","Haplophaedia lugens",0
"5529","FH917","2015-03-11",1900,"Guzmania lehmanniana","Heliangelus strophianus",0
"5530","FH917","2015-03-11",1900,"Guzmania lehmanniana","Ocreatus underwoodii",0
"5531","FH917","2015-03-11",1900,"Guzmania lehmanniana","Phaethornis striigularis",0
"5532","FH917","2015-03-11",1900,"Guzmania lehmanniana","Phaethornis syrmatophorus",0
"5533","FH917","2015-03-11",1900,"Guzmania lehmanniana","Phaethornis yaruqui",0
"5534","FH917","2015-03-11",1900,"Guzmania lehmanniana","Thalurania fannyi",0
"5535","FH917","2015-03-11",1900,"Guzmania lehmanniana","Urosticte benjamini",0
"5536","FH106","2013-12-19",2430,"Guzmania squarrosa","Coeligena torquata",0
"5537","FH106","2013-12-19",2430,"Guzmania squarrosa","Coeligena wilsoni",0
"5538","FH106","2013-12-19",2430,"Guzmania squarrosa","Haplophaedia lugens",0
"5539","FH106","2013-12-19",2430,"Guzmania squarrosa","Heliodoxa rubinoides",0
"5540","FH106","2013-12-19",2430,"Guzmania squarrosa","Ocreatus underwoodii",0
"5541","FH106","2013-12-19",2430,"Guzmania squarrosa","Phaethornis striigularis",0
"5542","FH106","2013-12-19",2430,"Guzmania squarrosa","Phaethornis syrmatophorus",0
